web-scraper-order,web-scraper-start-url,titulo,titulo-href,company,rating,texto,pagination,pagination-href,date,location,dedication,category
"1539827979-1132","https://www.seek.com.au/data-scientist-jobs","Data Scientist","https://www.seek.com.au/job/37374970?type=standard","Valrose","null","Who you will be working for As part of this large corporate you will be working on greenfield projects, using data to solve complex problems, building algorithms and assisting decisions through developing data driven software. This is a newly developed team demonstrating to the business the value of data driven insights. Although you have the stability and support that comes with working for a large company, the team itself has a start-up feel so you will have the best of both worlds.   What you will be working on You will have access to a variety of large data sets and will be developing statistical models to provide analytical insights and assist with business decision making. As a confident communicator you will work closely with stakeholders to understand their problems and needs, translating these into analytical solutions.   What you will need to succeed in the role   Understanding of Machine Learning Proven success in building statistical models/predictive models Python programming experience Understanding or ability to work in an Agile environment Knowledge of Cloud platforms (Azure or AWS) Proven success in a Data Science/Data Analytics role PhD, Masters or Bachelors in a Data Science related field e.g. Physics, Mathematics, Statistics","Next","https://www.seek.com.au/data-scientist-jobs?page=5","3 Oct 2018","Perth, CBD, Inner & Western Suburbs","Full Time","Science & Technology, Mathematics, Statistics & Information Sciences"
"1539827470-733","https://www.seek.com.au/data-scientist-jobs","Associate Recruitment Consultant - Newcastle","https://www.seek.com.au/job/37289854?type=standout","Hudson","null","Recruitment Consultant - Newcastle 
      
        As a Recruitment Consultant, you will be become an expert in the specialised skills, salaries and trends that enable you to be a trusted partner to your clients and candidates.
 
 The modern recruiter is part marketer, part
          researcher and data scientist, part match maker, part salesperson and part talent advisor. As a modern recruiter you’ll nurture relationships with both candidates and clients alike.
 
 The best recruiters become trusted advisors armed
          with data that excites organisations and the power of persuasion to place those hard to find candidates.
 
 Take control of your career as you discover talent for organisations and help people realise their career potential by matching
          them to their best-fit role.
 
 Why Hudson?
        
          We are one the of the largest privately owned talent management organisations in Asia Pacific with a highly experienced locally based management team
          Determine your income with Hudson’s transparent, results-based bonus program, with no discretionary component
          Know exactly what you need to do to reach your next promotion, and receive training to help you get there
          Choose the career path that’s right for you - Individual Contributor or People Leader
          Be empowered to succeed, in a collaborative and fun team environment where we celebrate each other’s success
          Gain an advantage in the market with a strong brand, industry leading training and array of talent solutions
        
        You are:
        
          an experienced recruitment consultant who has worked in a large or boutique agency or a sales and customer service professional from retail, consumer services, fitness, hospitality, tourism, recreation, or financial services
            or a graduate looking, with a strong commercial acumen and commitment to build a career
          ambitious, passionate and results-oriented
          motivated by building strong connections and providing outstanding service to your customers
          a team player who also knows how to have fun
          a natural people person with strong networking skills and a desire to become the best in a fast-paced business environment.
        
        Sound like you?
 
 Apply today, or get in touch with Kellie McDonald, kellie.mcdonald@hudson.com tp arramge a confidential conversation.
 
 Learn more about life at Hudson at www.hudson-careers.com.
        #recruiting #recruitment #sales #careeropportunities
 
 WEAREHUDSON
 
 
        
      
       
    
    See how we do things differently
 Hudson-careers.com
  
As a Recruitment Consultant, you will be become an expert in the specialised skills, salaries and trends that enable you to be a trusted partner to your clients and candidates.
 
 The modern recruiter is part marketer, part researcher and data scientist, part match maker, part salesperson and part talent advisor. As a modern recruiter you’ll nurture relationships with both candidates and clients alike.
 
 The best recruiters become trusted advisors armed with data that excites organisations and the power of persuasion to place those hard to find candidates.
 
 Take control of your career as you discover talent for organisations and help people realise their career potential by matching them to their best-fit role.
 
 Why Hudson?We are one the of the largest privately owned talent management organisations in Asia Pacific with a highly experienced locally based management teamDetermine your income with Hudson’s transparent, results-based bonus program, with no discretionary componentKnow exactly what you need to do to reach your next promotion, and receive training to help you get thereChoose the career path that’s right for you - Individual Contributor or People LeaderBe empowered to succeed, in a collaborative and fun team environment where we celebrate each other’s successGain an advantage in the market with a strong brand, industry leading training and array of talent solutionsYou are:an experienced recruitment consultant who has worked in a large or boutique agency or a sales and customer service professional from retail, consumer services, fitness, hospitality, tourism, recreation, or financial services or a graduate looking, with a strong commercial acumen and commitment to build a careerambitious, passionate and results-orientedmotivated by building strong connections and providing outstanding service to your customersa team player who also knows how to have funa natural people person with strong networking skills and a desire to become the best in a fast-paced business environment.Sound like you?
 
 Apply today, or get in touch with Kellie McDonald, kellie.mcdonald@hudson.com tp arramge a confidential conversation.
 
 Learn more about life at Hudson at www.hudson-careers.com.#recruiting #recruitment #sales #careeropportunities
 
 WEAREHUDSON","Next","https://www.seek.com.au/data-scientist-jobs?page=15","21 Sep 2018","Newcastle, Maitland & Hunter","Full Time","commission"
"1539827778-973","https://www.seek.com.au/data-scientist-jobs","Product Manager","https://www.seek.com.au/job/37500361?type=standout","Freelancer.com","null","Freelancer Limited, the ASX-listed company that owns Freelancer.com and Escrow.com, is hiring. Ten-time Webby award-winning Freelancer.com is the world's largest freelancing and crowdsourcing marketplace, which connects millions of employers to freelancers across the globe. Escrow.com is a global fintech industry leader in secure online payments, having handled over US$3.5 billion in transactions buying and selling boats, cars, airplanes, jewelry, fine art, and even trips to the planned Aurora space station in 2021!Freelancer Limited has multiple open roles in product management across the group. Product managers are the CEO of the product they manage. They have responsibility over every aspect of the product including design, engineering, quality, testing, monitoring, analytics, data science, UI/UX. marketing, communications, growth, product optimisation, legals, associated operational product teams, copy writing, support., feedback, NPS and user testing.Product managers run a team of engineers, data scientists, growth hackers, graphic designers (and other roles). They live and breathe the statistics of the the product. They are responsible for writing the product specification and wire frames, and breaking that specification down into an agile development process. Ultimately, the most important thing is that they figure out how to grow the north star metric and usage for the product.If you thrive on taking an evidence-based approach, love pushing the boundaries of web products, and are passionate about having a real impact on a global (and growing) technology company, then we want to hear from you! 

Requirements
MS/BS degree in Computer Science, Engineering or equivalent preferredAbility to process and analyse complex data sets, and interpret them to make business decisions. Knows SQL.Deep understanding of the web user experience (e.g. pricing strategy, technology, user flow)Understanding of the technical architecture of complex and highly scalable web applicationsExperience designing simple and intuitive user interfaces - ability to create wire frames and mockupsSolid technical background with understanding and/or hands-on experience in software development and web technologiesExcellent written and verbal communication skillsProven ability to develop product and marketing strategiesWhat makes a good product manager?Attention to detailA sense of ownership over all aspects of the productA sense of urgency to deal with issues Hybrid skill sets, a jack of all tradesTechnical background e.g. computer science, electrical engineering, scienceGrowth hackerMaths & statisticsInitiative & leadershipGreat communicatorCan write great copy, a born marketerEngaging presenter to audiences small and largeFrequently talks to customersCan rapidly iterate product to achieve an outcome
Benefits
This won't be a cog-in-the-machine job; you will be joining a global technology company that is a meritocracy, so if you are looking to make a difference and be rewarded for your efforts, this is the place for you.We also offer a fun atmosphere working with smart people in an awesome office with fully-stocked kitchens, social events, hackathons, and more.For more information see www.freelancer.com/careers","Next","https://www.seek.com.au/data-scientist-jobs?page=9","18 Oct 2018","Sydney","Full Time","Marketing & Communications, Digital & Search Marketing"
"1539828184-1291","https://www.seek.com.au/data-scientist-jobs","Data Scientist","https://www.seek.com.au/job/37464193?type=standard","Pinpoint Talent","null","Report this job advertBe careful- Don’t provide your bank or credit card details when applying for jobs. If you see something suspicious report this job ad.","","","15 Oct 2018","ACT","Contract/Temp","Information & Communication Technology, Consultants"
"1539828062-1200","https://www.seek.com.au/data-scientist-jobs","Consultant Statistician/ Data Scientist","https://www.seek.com.au/job/37433499?type=standard","Data Analysis Australia Pty Ltd","null","Right to live and workYou must have the right to live and work in this location to apply for this job.Report this job advertBe careful- Don’t provide your bank or credit card details when applying for jobs. If you see something suspicious report this job ad.","Next","https://www.seek.com.au/data-scientist-jobs?page=4","10 Oct 2018","Perth, CBD, Inner & Western Suburbs","Full Time","Science & Technology, Mathematics, Statistics & Information Sciences"
"1539827929-1096","https://www.seek.com.au/data-scientist-jobs","Data Scientist","https://www.seek.com.au/job/36412622?type=standard","GQR Global Markets","null","Data Scientist 
      
        Directly influence how this leading multinational firm across banking, markets and investor services executes business and moves significant figures a day. 
        
          Address complex enigmas at the dynamic intersection of finance and technology
  
          Interact with extraordinary data from a multitude of sources - exclusive to the firm and unavailable anywhere else.
  
          Directly impact the way chiliads of the most powerful clients operate, and transform the style in which banking is executed today
  
          Assist in developing the Firm's state-of-the-art scientific capacity to manage data science projects, and;
 
 -develop a comprehensive grasp of the available data and problem domain
 
 -spearhead the implementation of machine learning
            techniques and mode
 
 -execute exploratory statistics and data mining tasks on a vibrant range of small scale data to ""big data""
 
 -contribute to data architecture engineering decisions to support analytics. 
  
          Evaluate and implement real world applications based on findings from cutting-edge data science research, and convey the visualised data to C-level stakeholders to drive market delivery
  
        
        Key Requirements 
        
          3+ years of experience in manipulating data and developing custom data models and algorithms  
  
          Extensive experience within financial services, and exposure to the buy side or sell side. 
  
          Postgraduate in Statistics, Mathematics, Computer Science or another quantitative field involving significant programming experience in Python, C++ or Java 
  
          Demonstrated expertise in Machine Learning and Natural Language Processing 
  
          Proficiency in applying advanced statistical techniques 
  
          Demonstrated prowess in practical data processing, data mining, text mining and information retrieval tasks
          Australian Citizenship or Permanent Residency 
        
        Contact me mitti.goon@gqrgm.com
      
      Contact me: mitti.goon@gqrgm.com 
    
    
  
Directly influence how this leading multinational firm across banking, markets and investor services executes business and moves significant figures a day.   Address complex enigmas at the dynamic intersection of finance and technology
   Interact with extraordinary data from a multitude of sources - exclusive to the firm and unavailable anywhere else.
   Directly impact the way chiliads of the most powerful clients operate, and transform the style in which banking is executed today
   Assist in developing the Firm's state-of-the-art scientific capacity to manage data science projects, and;
 
 -develop a comprehensive grasp of the available data and problem domain
 
 -spearhead the implementation of machine learning techniques and mode
 
 -execute exploratory statistics and data mining tasks on a vibrant range of small scale data to ""big data""
 
 -contribute to data architecture engineering decisions to support analytics. 
   Evaluate and implement real world applications based on findings from cutting-edge data science research, and convey the visualised data to C-level stakeholders to drive market delivery
   Key Requirements   3+ years of experience in manipulating data and developing custom data models and algorithms  
   Extensive experience within financial services, and exposure to the buy side or sell side. 
   Postgraduate in Statistics, Mathematics, Computer Science or another quantitative field involving significant programming experience in Python, C++ or Java 
   Demonstrated expertise in Machine Learning and Natural Language Processing 
   Proficiency in applying advanced statistical techniques 
   Demonstrated prowess in practical data processing, data mining, text mining and information retrieval tasks Australian Citizenship or Permanent Residency  Contact me mitti.goon@gqrgm.com","Next","https://www.seek.com.au/data-scientist-jobs?page=6","28 Sep 2018","Sydney, CBD, Inner West & Eastern Suburbs","Full Time","Science & Technology, Mathematics, Statistics & Information Sciences"
"1539827595-831","https://www.seek.com.au/data-scientist-jobs","Python / GIS Developer - Perm Role - Redfern based","https://www.seek.com.au/job/37417533?type=standard","Infopeople","null","Report this job advertBe careful- Don’t provide your bank or credit card details when applying for jobs. If you see something suspicious report this job ad.","Next","https://www.seek.com.au/data-scientist-jobs?page=13","9 Oct 2018","Sydney, CBD, Inner West & Eastern Suburbs","Full Time","Negotiable based on experience"
"1539827684-899","https://www.seek.com.au/data-scientist-jobs","Big Data Engineer","https://www.seek.com.au/job/37472303?type=standout","Capgemini","2.8 overall rating (52 employee reviews)","Big Data Engineer 
      
        About the Team
        Our Insight and Data team helps our clients make better business decisions by transforming an ocean of data into streams of insight. Our clients are among Australia's top performing companies and they choose to partner with Capgemini for a very
          good reason - our exceptional people.
        About the role
        The Big Data Engineer will expand and optimise our clients' data and data pipeline architecture, as well as optimise their data flow and collection for cross functional teams. Your responsibilities include:
        
          Build robust, efficient and reliable data pipelines consisting of diverse data sources to ingest and process data into Hadoop data platform.
          Design and develop real time streaming and batch processing pipeline solutions
        
        
          Assemble large, complex data sets that meet functional / non-functional business requirements.
          Design, develop and implement data pipelines for data migration & collection, data analytics and other data movement solutions.
          Work with stakeholders including the Product Owner and data analyst teams to assist with data-related technical issues and support their data infrastructure needs.
          Collaborate with Architects to define the architecture and technology selection.
        
        About you
        You will have the ability to optimise data systems and build them from the ground up. You will support software developers, database architects, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture
          is consistent throughout ongoing projects.
        Essential skills and experience
        
          Proven working experience as Big Data engineer for 2+ years preferably in building data lake solution by ingesting and processing data from various source systems
          Experience with multiple Big data technologies and concepts such as HDFS, NiFi, Kafka, Hive, Spark, Spark streaming, HBase etc.
          Experience in one or more of Java, Scala, python and bash.
          Ability to work in team in diverse/ multiple stakeholder environment
          Experience in working in a fast-paced Agile environment
          BS in Computer Science, Statistics, Informatics, Information Systems or another quantitative field
          Implement test cases and test automation. 
          Apply DevOps, Continuous Integration and Continuous Delivery principles to build automated pipelines for deployment and production assurance on the data platform.
          Share knowledge with immediate peers and build communities and connections that promote better technical practices across the organisation
        
        Preferable skills and experience
        
          Knowledge of and/or experience with Big Data integration and streaming technologies (e.g. Kafka, NiFi, Flume, etc.)
          Experience in building various frameworks for enterprise data lake is highly desirable
          Knowledge of building self-contained applications using Docker and OpenShift
        
        What we can offer you?
        Capgemini is a world leader in technology enabled change. We can offer our consultants;
        
          Formal training with industry recognized certifications
          The ability to interact with peers in a sharing and inclusive community
          Exciting and challenging projects
          A well-structured and tailored career framework
          A culture of collaboration and recognition
          Excellent remuneration
        
        About Capgemini
        Capgemini is one of the world's foremost providers of consulting, technology, outsourcing services and local professional services. Present in over 40 countries with more than 180,000 people, the Capgemini Group helps its clients transform in
          order to improve their performance and competitive positioning.
        Ranked among Ethisphere's 2018 Most Ethical Companies in the Word. Our seven values are at the heart of everything we do - Honesty, Boldness, Trust, Team Spirit, Freedom, Fun and Modesty.
        If you believe you have ""La Niaque"" to go the extra mile, then apply by submitting your resume and cover letter.
        Want to know more? To learn more about Capgemini and find out about what makes our people unique, log ontowww.capgemini.com.au
        Proof of work entitlements and visa status will be required prior or at offer time. Successful applicants will be required to complete a Criminal Record and Reference checks prior to commencement of employment.
         
         
         
         
      
       
    
  
About the Team
Our Insight and Data team helps our clients make better business decisions by transforming an ocean of data into streams of insight. Our clients are among Australia's top performing companies and they choose to partner with Capgemini for a very good reason - our exceptional people.
About the role
The Big Data Engineer will expand and optimise our clients' data and data pipeline architecture, as well as optimise their data flow and collection for cross functional teams. Your responsibilities include:

Build robust, efficient and reliable data pipelines consisting of diverse data sources to ingest and process data into Hadoop data platform.
Design and develop real time streaming and batch processing pipeline solutions


Assemble large, complex data sets that meet functional / non-functional business requirements.
Design, develop and implement data pipelines for data migration & collection, data analytics and other data movement solutions.
Work with stakeholders including the Product Owner and data analyst teams to assist with data-related technical issues and support their data infrastructure needs.
Collaborate with Architects to define the architecture and technology selection.

About you
You will have the ability to optimise data systems and build them from the ground up. You will support software developers, database architects, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects.
Essential skills and experience

Proven working experience as Big Data engineer for 2+ years preferably in building data lake solution by ingesting and processing data from various source systems
Experience with multiple Big data technologies and concepts such as HDFS, NiFi, Kafka, Hive, Spark, Spark streaming, HBase etc.
Experience in one or more of Java, Scala, python and bash.
Ability to work in team in diverse/ multiple stakeholder environment
Experience in working in a fast-paced Agile environment
BS in Computer Science, Statistics, Informatics, Information Systems or another quantitative field
Implement test cases and test automation. 
Apply DevOps, Continuous Integration and Continuous Delivery principles to build automated pipelines for deployment and production assurance on the data platform.
Share knowledge with immediate peers and build communities and connections that promote better technical practices across the organisation

Preferable skills and experience

Knowledge of and/or experience with Big Data integration and streaming technologies (e.g. Kafka, NiFi, Flume, etc.)
Experience in building various frameworks for enterprise data lake is highly desirable
Knowledge of building self-contained applications using Docker and OpenShift

What we can offer you?
Capgemini is a world leader in technology enabled change. We can offer our consultants;

Formal training with industry recognized certifications
The ability to interact with peers in a sharing and inclusive community
Exciting and challenging projects
A well-structured and tailored career framework
A culture of collaboration and recognition
Excellent remuneration

About Capgemini
Capgemini is one of the world's foremost providers of consulting, technology, outsourcing services and local professional services. Present in over 40 countries with more than 180,000 people, the Capgemini Group helps its clients transform in order to improve their performance and competitive positioning.
Ranked among Ethisphere's 2018 Most Ethical Companies in the Word. Our seven values are at the heart of everything we do - Honesty, Boldness, Trust, Team Spirit, Freedom, Fun and Modesty.
If you believe you have ""La Niaque"" to go the extra mile, then apply by submitting your resume and cover letter.
Want to know more? To learn more about Capgemini and find out about what makes our people unique, log ontowww.capgemini.com.au
Proof of work entitlements and visa status will be required prior or at offer time. Successful applicants will be required to complete a Criminal Record and Reference checks prior to commencement of employment.","Next","https://www.seek.com.au/data-scientist-jobs?page=11","15 Oct 2018","Melbourne","Full Time","Highly Competitive Package"
"1539827741-944","https://www.seek.com.au/data-scientist-jobs","Data Specialist- Senior Consultant - Melbourne","https://www.seek.com.au/job/37494722?type=standard","Deloitte Australia","3.6 overall rating (139 employee reviews)","Data Specialist- Senior Consultant - Melbourne 
      
        Overview:
 
 Deloitte seeks to transform its data and analytics capability by building a next generation Data Hub that aims to address some of the key challenges around data proliferation, accessibility and consistency as well as provide
          a platform to enable new use cases requiring advanced capabilities like real-time event processing, cognitive and machine learning. Deloitte has been chosen to assist one of our clients to achieve the mission. The client is currently looking
          for a technical lead who can help setup the future state and help define the organization’s roadmap.
 
 Title
 Deloitte Data Specialist
 
 Reports To
 Senior data and analytics lead
 
 Job Responsibilities
 
 •
          Responsible for analysis & evaluation of data sources & assets and laying down the project roadmap /prioritization.
 • Responsible for identifying data sources and assets and their interrelationships.
 • Representation of the data
          sources and assets in higher level of abstraction.
 • Creation of physical representation of data sources and assets.
 • Accountable for understanding and articulating the transformation logic that is used in current state architecture.
          • Accountable for identifying the priorities and execution roadmap for sourcing, migration and retirement of legacy assets.
 • Document process workflows for conformance, integration, and enrichment.
 • Validation of functional logic with
          business owners & SMEs for functional accuracy
 • Do in-depth requirement analysis and exclusively choose the work platform
 • Articulating solutions for business problems using Hadoop and other big data platforms.
 • Be the bridge
          between Business SME, data scientists, engineers and the organizational needs.
 • Develop reusable frameworks, standards.
 
 
 Skills & Required Qualifications
 
 • Ability to interpret and code in multiple ETL technologies
          such as DataStage, ODI, Informatica, PLSQL and SAS DI
 • Sound understanding of the client’s technology landscape and dataflow.
 • Database concepts, principles, structures and best practices
 • Experience in driving reverse engineering
          of legacy systems including Mainframe systems and identifying the required transformations and data flows.
 • Skilled in interpreting and analyzing data & staging layers within warehouses
 • Strong understanding of the client’s Master
          Data Management
 • Good understanding of database concepts, principles, structures and best practices in data warehousing.
 • Data analysis & preparing lineage documents and reports.
 • Ability to handle large volumes of data and
          derive transformational logics from it.
 • Should have operated in data analysis roles defining data migration and transformation strategies in platform modernization projects.
 • Should have hands-on experience in performing lineage and
          data mapping quality audits and checks.
 • Experience in automation of reverse engineering processes.
 • Have worked in multiple Business/Client facing roles.
 
 
 Education Qualifications
 
 • Bachelor’s degree in Engineering
          • Bigdata Architecture
 • Trained in handling big data systems
 
Salary: Minimum salary requirement for this role is AU$91,500 including 9.5% supernnuation.
 
 
      
       
    
    
  
Overview:
 
 Deloitte seeks to transform its data and analytics capability by building a next generation Data Hub that aims to address some of the key challenges around data proliferation, accessibility and consistency as well as provide a platform to enable new use cases requiring advanced capabilities like real-time event processing, cognitive and machine learning. Deloitte has been chosen to assist one of our clients to achieve the mission. The client is currently looking for a technical lead who can help setup the future state and help define the organization’s roadmap.
 
 Title
 Deloitte Data Specialist
 
 Reports To
 Senior data and analytics lead
 
 Job Responsibilities
 
 • Responsible for analysis & evaluation of data sources & assets and laying down the project roadmap /prioritization.
 • Responsible for identifying data sources and assets and their interrelationships.
 • Representation of the data sources and assets in higher level of abstraction.
 • Creation of physical representation of data sources and assets.
 • Accountable for understanding and articulating the transformation logic that is used in current state architecture.
 • Accountable for identifying the priorities and execution roadmap for sourcing, migration and retirement of legacy assets.
 • Document process workflows for conformance, integration, and enrichment.
 • Validation of functional logic with business owners & SMEs for functional accuracy
 • Do in-depth requirement analysis and exclusively choose the work platform
 • Articulating solutions for business problems using Hadoop and other big data platforms.
 • Be the bridge between Business SME, data scientists, engineers and the organizational needs.
 • Develop reusable frameworks, standards.
 
 
 Skills & Required Qualifications
 
 • Ability to interpret and code in multiple ETL technologies such as DataStage, ODI, Informatica, PLSQL and SAS DI
 • Sound understanding of the client’s technology landscape and dataflow.
 • Database concepts, principles, structures and best practices
 • Experience in driving reverse engineering of legacy systems including Mainframe systems and identifying the required transformations and data flows.
 • Skilled in interpreting and analyzing data & staging layers within warehouses
 • Strong understanding of the client’s Master Data Management
 • Good understanding of database concepts, principles, structures and best practices in data warehousing.
 • Data analysis & preparing lineage documents and reports.
 • Ability to handle large volumes of data and derive transformational logics from it.
 • Should have operated in data analysis roles defining data migration and transformation strategies in platform modernization projects.
 • Should have hands-on experience in performing lineage and data mapping quality audits and checks.
 • Experience in automation of reverse engineering processes.
 • Have worked in multiple Business/Client facing roles.
 
 
 Education Qualifications
 
 • Bachelor’s degree in Engineering
 • Bigdata Architecture
 • Trained in handling big data systems
 
Salary: Minimum salary requirement for this role is AU$91,500 including 9.5% supernnuation.","Next","https://www.seek.com.au/data-scientist-jobs?page=10","17 Oct 2018","Melbourne","Full Time","$91500 - $100k p.a."
"1539827819-1008","https://www.seek.com.au/data-scientist-jobs","Data Scientist","https://www.seek.com.au/job/37273616?type=standout","Randstad - Technologies","null","Data Scientist 
      
         Data Scientist
        Sydney
        $110,000 - $130,000
         
        This is an opportunity for an experienced Data Scientist to join a well established company on their journey setting up a Data Science practice. You will work closely with SME's to deliver high level data analytical projects whilst adding value
          to your technical knowledge learning from data specialists.
         
        Responsibilities:
        
          Develop a suite of leading data science standards practice
          Work alongside the insight team to perform data science projects and communicate and document key learnings and findings
          Partner with key business stakeholders to understand their requirements and translate them into appropriate data science projects
          Assist the insight team with understanding of available data assets and their organisational value
          Assist in the prioritisation of data science deliverables
          Ensure the company remains abreast of data science trends
          Creation of internal documentation
        
         
        Education and Experience:
        
          Bachelor Degree Technology or equivalent
          2+ years working in data driven environments
          Experience using a range of data science frameworks including one or more of R, SPSS, Matlab, Python and database management systems, e.g. SQL server management Studio
          Experience in analysing large and diverse data sets including structured and unstructured data
          Experience partnering with business stakeholders in relation to data driven outcomes
        
         
        Knowledge, Skills and Style:
        
          Understanding of statistical analysis
          Understanding of database management systems
          Ability to collaborate with business executives on complex topics
          Ability to perform complex descriptive, diagnostic, predictive and preventative analytics data analytic technologies
          Ability to communicate using clear and concise language
          Ability to work autonomously
          Ability to work in a heterogenous team of permanent staff, contractors and service providers
        
         
        Please send your CV to georgina.horwood@randstad.com.au or submit via the link. Feel free to call on (02) 8235 3303 for further information. 
        At Randstad, we are passionate about providing equal employment opportunities and embracing diversity to the benefit of all. We actively encourage applications from any background.
      
       
    
    randstad.com.au
  
 Data ScientistSydney$110,000 - $130,000 This is an opportunity for an experienced Data Scientist to join a well established company on their journey setting up a Data Science practice. You will work closely with SME's to deliver high level data analytical projects whilst adding value to your technical knowledge learning from data specialists. Responsibilities:Develop a suite of leading data science standards practiceWork alongside the insight team to perform data science projects and communicate and document key learnings and findingsPartner with key business stakeholders to understand their requirements and translate them into appropriate data science projectsAssist the insight team with understanding of available data assets and their organisational valueAssist in the prioritisation of data science deliverablesEnsure the company remains abreast of data science trendsCreation of internal documentation Education and Experience:Bachelor Degree Technology or equivalent2+ years working in data driven environmentsExperience using a range of data science frameworks including one or more of R, SPSS, Matlab, Python and database management systems, e.g. SQL server management StudioExperience in analysing large and diverse data sets including structured and unstructured dataExperience partnering with business stakeholders in relation to data driven outcomes Knowledge, Skills and Style:Understanding of statistical analysisUnderstanding of database management systemsAbility to collaborate with business executives on complex topicsAbility to perform complex descriptive, diagnostic, predictive and preventative analytics data analytic technologiesAbility to communicate using clear and concise languageAbility to work autonomouslyAbility to work in a heterogenous team of permanent staff, contractors and service providers Please send your CV to georgina.horwood@randstad.com.au or submit via the link. Feel free to call on (02) 8235 3303 for further information. At Randstad, we are passionate about providing equal employment opportunities and embracing diversity to the benefit of all. We actively encourage applications from any background.","Next","https://www.seek.com.au/data-scientist-jobs?page=8","20 Sep 2018","Sydney, CBD, Inner West & Eastern Suburbs","Full Time","Information & Communication Technology, Other"
"1539827958-1119","https://www.seek.com.au/data-scientist-jobs","Senior Data Scientist - 6 month contract","https://www.seek.com.au/job/37364668?type=standard","Greythorn Experis","null","Right to live and workYou must have the right to live and work in this location to apply for this job.Report this job advertBe careful- Don’t provide your bank or credit card details when applying for jobs. If you see something suspicious report this job ad.","Next","https://www.seek.com.au/data-scientist-jobs?page=6","2 Oct 2018","Melbourne","Contract/Temp","Information & Communication Technology, Business/Systems Analysts"
